protein_a,protein_b,direction_count,reciprocal_minimum_tm_score,reciprocal_minimum_coverage,reciprocal_minimum_lddt,reciprocal_minimum_homology_probability,maximum_sequence_identity,maximum_alignment_length,minimum_e_value,minimum_bit_score,qualifies_structure_edge,protein_a_family_id,protein_b_family_id
GAL4_YEAST,SPTN1_CHICK,2,0.03318,0.713,0.2298,0.0,0.003,648,0.1635,3,False,ssf_2be67f569203,ssf_b0e1111705e5
GAL4_YEAST,SQSTM_MOUSE,2,0.02855,0.036,0.3899,0.0,0.058,153,0.187,2,False,ssf_2be67f569203,ssf_fd3d638b0af8
GAL4_YEAST,SR43C_ARATH,2,0.02621,0.053,0.1687,0.0,0.05,98,0.1366,2,False,ssf_2be67f569203,ssf_63a1a4e89751
GAL4_YEAST,SRBS1_HUMAN,2,0.03682,0.251,0.1486,0.0,0.012,648,0.1173,3,False,ssf_2be67f569203,ssf_09af8f8b7309
GAL4_YEAST,SRC_HUMAN,2,0.1666,0.88,0.238,0.02,0.011,1046,0.2039,18,False,ssf_2be67f569203,ssf_c38d9b4005f8
GAL4_YEAST,SUMO1_HUMAN,2,0.06473,0.358,0.1822,0.0,0.017,348,0.1988,6,False,ssf_2be67f569203,ssf_19622d9f3f73
GAL4_YEAST,SYUA_HUMAN,2,0.06167,0.714,0.1879,0.0,0.004,732,0.157,6,False,ssf_2be67f569203,ssf_87dffde05f09
GAL4_YEAST,TADBP_HUMAN,2,0.1341,0.847,0.2579,0.009,0.012,950,0.186,13,False,ssf_2be67f569203,ssf_b0af6d5185b3
GAL4_YEAST,TAT_HV1BR,2,0.0487,0.464,0.1417,0.0,0.006,680,0.1771,5,False,ssf_2be67f569203,ssf_0d06a357cd85
GAL4_YEAST,TCRG1_MOUSE,2,0.02731,0.034,0.4286,0.0,0.028,35,0.1578,2,False,ssf_2be67f569203,ssf_a21d29addbd9
GAL4_YEAST,THO1_YEAST,2,0.03798,0.392,0.2246,0.0,0.014,350,0.2488,3,False,ssf_2be67f569203,ssf_a523304d9a92
GAL4_YEAST,TNKS2_HUMAN,2,0.03863,0.078,0.3382,0.0,0.043,205,0.2253,3,False,ssf_2be67f569203,ssf_1a40a2a2ccdc
GAL4_YEAST,TPK1_HUMAN,2,0.1235,0.407,0.2331,0.008,0.019,458,0.2295,12,False,ssf_2be67f569203,ssf_3c2e5ceba3be
GAL4_YEAST,TPMT_HUMAN,2,0.1034,0.28,0.2079,0.008,0.02,436,0.1952,12,False,ssf_2be67f569203,ssf_b5a772423035
GAL4_YEAST,TPOR_HUMAN,2,0.149,0.645,0.1974,0.01,0.01,972,0.1697,14,False,ssf_2be67f569203,ssf_540579521118
GAL4_YEAST,TRPC_SACS2,2,0.1132,0.47,0.2129,0.007,0.009,516,0.2066,11,False,ssf_2be67f569203,ssf_415fc4c4433b
GAL4_YEAST,TRPC_THEMA,2,0.1124,0.549,0.215,0.007,0.01,572,0.1971,11,False,ssf_2be67f569203,ssf_415fc4c4433b
GAL4_YEAST,UBC9_HUMAN,2,0.08276,0.4,0.2461,0.0,0.019,414,0.1916,8,False,ssf_2be67f569203,ssf_ab8b39992872
GAL4_YEAST,UBE4B_HUMAN,2,0.0455,0.116,0.2098,0.0,0.016,121,0.1902,4,False,ssf_2be67f569203,ssf_a47101dcf200
GAL4_YEAST,UBE4B_MOUSE,2,0.1891,0.699,0.3197,0.02,0.013,1353,0.2125,18,False,ssf_2be67f569203,ssf_2d1d2debf9a5
GAL4_YEAST,UBR5_HUMAN,2,0.0315,0.036,0.311,0.0,0.171,35,0.1917,3,False,ssf_2be67f569203,ssf_059a8d032aa4
GAL4_YEAST,VG08_BPP22,2,0.04007,0.042,0.3127,0.0,0.081,37,0.3579,4,False,ssf_2be67f569203,ssf_ffaeeb6011e9
GAL4_YEAST,VILI_CHICK,2,0.04581,0.09,0.2279,0.0,0.034,87,0.2029,4,False,ssf_2be67f569203,ssf_0815efaffc38
GAL4_YEAST,VKOR1_HUMAN,2,0.1074,0.494,0.3234,0.0,0.022,512,0.2637,10,False,ssf_2be67f569203,ssf_893ea5ec829f
GAL4_YEAST,VRPI_BPT7,2,0.03966,0.099,0.2228,0.0,0.04,153,0.2175,3,False,ssf_2be67f569203,ssf_c5c95e85f55b
GAL4_YEAST,YAIA_ECOLI,2,0.02858,0.356,0.1823,0.0,0.006,328,0.1654,2,False,ssf_2be67f569203,ssf_ac44f5c3e836
GAL4_YEAST,YNZC_BACSU,2,0.03574,0.098,0.2332,0.0,0.011,90,0.2966,3,False,ssf_2be67f569203,ssf_ca121528f828
GDIA_HUMAN,GFP_AEQVI,2,0.2246,0.884,0.243,0.04,0.021,462,0.2923,22,False,ssf_8931019bd293,ssf_cba7b508de0e
GDIA_HUMAN,GRB2_HUMAN,2,0.1786,0.711,0.1758,0.016,0.019,415,0.243,17,False,ssf_8931019bd293,ssf_a2995dce9367
GDIA_HUMAN,HCP_LAMBD,2,0.06811,0.899,0.2063,0.0,0.002,422,0.2415,6,False,ssf_8931019bd293,ssf_f4afbafe8fe3
GDIA_HUMAN,HECD1_HUMAN,2,0.08331,0.764,0.2165,0.0,0.002,358,0.2044,8,False,ssf_8931019bd293,ssf_45f2530c8897
GDIA_HUMAN,HEM3_HUMAN,2,0.224,0.696,0.216,0.04,0.02,490,0.2432,22,False,ssf_8931019bd293,ssf_afe0fb52df15
GDIA_HUMAN,HMDH_HUMAN,2,0.1279,0.463,0.2008,0.008,0.015,627,0.1722,12,False,ssf_8931019bd293,ssf_a470df240675
GDIA_HUMAN,HSP82_YEAST,2,0.1292,0.344,0.1791,0.008,0.023,516,0.1557,12,False,ssf_8931019bd293,ssf_4ba74830b6b6
GDIA_HUMAN,HXK4_HUMAN,2,0.2248,0.897,0.1826,0.04,0.013,661,0.228,22,False,ssf_8931019bd293,ssf_b10f2912eeeb
GDIA_HUMAN,I6TAH8_I68A0,2,0.2431,0.892,0.2243,0.051,0.024,667,0.2532,24,False,ssf_8931019bd293,ssf_ac5654d2afd9
GDIA_HUMAN,IF1_ECOLI,2,0.08905,0.653,0.1542,0.0,0.012,308,0.193,8,False,ssf_8931019bd293,ssf_ab9383c4e9ad
GDIA_HUMAN,ILF3_HUMAN,2,0.1082,0.887,0.258,0.0,0.004,416,0.2584,10,False,ssf_8931019bd293,ssf_8239bef973ac
GDIA_HUMAN,ISDH_STAAW,2,0.08301,0.183,0.3036,0.0,0.012,83,0.2634,8,False,ssf_8931019bd293,ssf_952abe758b6a
GDIA_HUMAN,KCNE1_HUMAN,2,0.1134,0.977,0.1824,0.007,0.005,504,0.2006,11,False,ssf_8931019bd293,ssf_8626537a0620
GDIA_HUMAN,KCNJ2_MOUSE,2,0.192,0.544,0.1959,0.024,0.01,481,0.1952,19,False,ssf_8931019bd293,ssf_f35e7c0d2382
GDIA_HUMAN,KKA2_KLEPN,2,0.1738,0.811,0.1934,0.016,0.015,507,0.2149,17,False,ssf_8931019bd293,ssf_72f0344ad526
GDIA_HUMAN,LGK_LIPST,2,0.2107,0.79,0.1886,0.034,0.021,654,0.2118,21,False,ssf_8931019bd293,ssf_bba3db8a5a23
GDIA_HUMAN,MAFG_MOUSE,2,0.06386,0.204,0.3378,0.0,0.021,146,0.2779,6,False,ssf_8931019bd293,ssf_a1eda43852c5
GDIA_HUMAN,MBD11_ARATH,2,0.0851,0.662,0.2085,0.0,0.015,319,0.2348,8,False,ssf_8931019bd293,ssf_029b997580c1
GDIA_HUMAN,MET_HUMAN,2,0.1951,0.743,0.195,0.024,0.023,459,0.2315,19,False,ssf_8931019bd293,ssf_9e206bd97a80
GDIA_HUMAN,MK01_HUMAN,2,0.2153,0.981,0.2111,0.034,0.017,641,0.2335,21,False,ssf_8931019bd293,ssf_29a8f9564eb0
GDIA_HUMAN,MLAC_ECOLI,2,0.177,0.839,0.2049,0.016,0.016,495,0.2399,17,False,ssf_8931019bd293,ssf_2185c9b20e14
GDIA_HUMAN,MSH2_HUMAN,2,0.1434,0.786,0.1823,0.01,0.008,925,0.194,14,False,ssf_8931019bd293,ssf_48cbc265b524
GDIA_HUMAN,MTH3_HAEAE,2,0.2417,0.946,0.2405,0.051,0.018,591,0.2735,24,False,ssf_8931019bd293,ssf_9a90786f7320
GDIA_HUMAN,MTHR_HUMAN,2,0.1562,0.674,0.1818,0.011,0.017,719,0.1802,15,False,ssf_8931019bd293,ssf_095a60e097b5
GDIA_HUMAN,MYO3_YEAST,2,0.08659,0.624,0.2829,0.0,0.01,288,0.2386,8,False,ssf_8931019bd293,ssf_09af8f8b7309
GDIA_HUMAN,NCAP_I34A1,2,0.2405,0.892,0.2178,0.051,0.024,667,0.2504,24,False,ssf_8931019bd293,ssf_ac5654d2afd9
GDIA_HUMAN,NKX31_HUMAN,2,0.07931,0.105,0.334,0.0,0.0,63,0.2546,7,False,ssf_8931019bd293,ssf_3de478b56341
GDIA_HUMAN,NPC1_HUMAN,2,0.1299,0.757,0.2113,0.008,0.009,1146,0.2105,12,False,ssf_8931019bd293,ssf_9d5fffe3ecc6
GDIA_HUMAN,NUD15_HUMAN,2,0.1549,0.927,0.1794,0.011,0.006,494,0.2364,15,False,ssf_8931019bd293,ssf_7dd15a2e7599
GDIA_HUMAN,NUSA_ECOLI,2,0.08197,0.74,0.1952,0.0,0.015,440,0.2364,8,False,ssf_8931019bd293,ssf_a92a5d40f0e3
GDIA_HUMAN,NUSG_MYCTU,2,0.07125,0.624,0.2864,0.0,0.013,288,0.1978,7,False,ssf_8931019bd293,ssf_12ebdb52f01c
GDIA_HUMAN,OBSCN_HUMAN,2,0.07475,0.172,0.2071,0.0,0.01,288,0.183,7,False,ssf_8931019bd293,ssf_09af8f8b7309
GDIA_HUMAN,ODP2_GEOSE,2,0.05785,0.107,0.1825,0.0,0.076,433,0.1891,6,False,ssf_8931019bd293,ssf_a7d25cc6753c
GDIA_HUMAN,OTC_HUMAN,2,0.2086,0.631,0.1904,0.029,0.023,509,0.2257,20,False,ssf_8931019bd293,ssf_85ec1183d131
GDIA_HUMAN,OTU7A_HUMAN,2,0.06259,0.105,0.2072,0.0,0.04,305,0.2308,6,False,ssf_8931019bd293,ssf_24059a2f71bf
GDIA_HUMAN,OXDA_RHOTO,2,0.4881,0.951,0.4351,0.411,0.063,504,0.5344,48,False,ssf_8931019bd293,ssf_08db490a0d52
GDIA_HUMAN,P53_HUMAN,2,0.189,0.684,0.1704,0.02,0.023,543,0.1971,18,False,ssf_8931019bd293,ssf_a3526b63cbae
GDIA_HUMAN,P84126_THETH,2,0.1883,0.87,0.2275,0.02,0.026,493,0.2356,18,False,ssf_8931019bd293,ssf_415fc4c4433b
GDIA_HUMAN,PABP_YEAST,2,0.151,0.55,0.2012,0.011,0.018,648,0.1667,15,False,ssf_8931019bd293,ssf_a34f78cda012
GDIA_HUMAN,PAI1_HUMAN,2,0.1968,0.81,0.1772,0.024,0.016,598,0.2036,19,False,ssf_8931019bd293,ssf_51cbf66f0934
GDIA_HUMAN,PA_I34A1,2,0.1446,0.288,0.1964,0.01,0.021,469,0.1734,14,False,ssf_8931019bd293,ssf_ec35c0fe8f0c
GDIA_HUMAN,PHOT_CHLRE,2,0.1006,0.55,0.2508,0.0,0.025,314,0.1995,10,False,ssf_8931019bd293,ssf_3193156583c0
GDIA_HUMAN,PIN1_HUMAN,2,0.0553,0.604,0.2969,0.0,0.01,273,0.185,5,False,ssf_8931019bd293,ssf_27b2fd965bcd
GDIA_HUMAN,PITX2_HUMAN,2,0.07731,0.183,0.2907,0.0,0.01,289,0.2334,7,False,ssf_8931019bd293,ssf_3de478b56341
GDIA_HUMAN,PKN1_HUMAN,2,0.08177,0.11,0.164,0.0,0.033,260,0.2282,10,False,ssf_8931019bd293,ssf_32b373a919b9
GDIA_HUMAN,POLG_CXB3N,2,0.07052,0.916,0.1671,0.0,0.007,2260,0.1671,7,False,ssf_8931019bd293,ssf_6872ef7481de
GDIA_HUMAN,POLG_DEN26,2,0.1466,0.739,0.1851,0.011,0.018,960,0.1979,15,False,ssf_8931019bd293,ssf_1d81bb997017
GDIA_HUMAN,POLG_HCVJF,2,0.1453,0.832,0.1476,0.01,0.008,490,0.1846,14,False,ssf_8931019bd293,ssf_55f4d290e887
GDIA_HUMAN,POLG_PESV,2,0.08268,0.937,0.2132,0.0,0.009,427,0.2547,8,False,ssf_8931019bd293,ssf_dc63c2b3ba7c
GDIA_HUMAN,PPARG_HUMAN,2,0.2027,0.578,0.1952,0.029,0.011,534,0.2123,20,False,ssf_8931019bd293,ssf_6d98a5313455
GDIA_HUMAN,PPM1D_HUMAN,2,0.1767,0.931,0.1895,0.016,0.01,844,0.1983,17,False,ssf_8931019bd293,ssf_c26e504ac4d4
GDIA_HUMAN,PR40A_HUMAN,2,0.0853,0.183,0.2947,0.0,0.041,96,0.2308,8,False,ssf_8931019bd293,ssf_f662b12b6174
GDIA_HUMAN,PRKN_HUMAN,2,0.2292,0.859,0.1929,0.04,0.007,644,0.2323,22,False,ssf_8931019bd293,ssf_044a6e3db01c
GDIA_HUMAN,PSAE_PICP2,2,0.08359,0.609,0.2041,0.0,0.014,407,0.1891,8,False,ssf_8931019bd293,ssf_b20798b8020c
GDIA_HUMAN,PTEN_HUMAN,2,0.2151,0.821,0.1885,0.034,0.018,547,0.2236,21,False,ssf_8931019bd293,ssf_a81536eee23e
GDIA_HUMAN,Q2N0S5_9HIV1,2,0.1876,0.627,0.2086,0.02,0.017,741,0.2449,18,False,ssf_8931019bd293,ssf_1bf288bd319a
GDIA_HUMAN,Q53Z42_HUMAN,2,0.1844,0.666,0.2269,0.024,0.012,545,0.1979,19,False,ssf_8931019bd293,ssf_77b576379330
GDIA_HUMAN,Q59976_STRSQ,2,0.2291,0.832,0.2124,0.04,0.025,651,0.2387,22,False,ssf_8931019bd293,ssf_9ddcf4dec5c1
GDIA_HUMAN,Q6WV12_9MAXI,2,0.2151,0.884,0.2292,0.034,0.01,465,0.2887,21,False,ssf_8931019bd293,ssf_cba7b508de0e
GDIA_HUMAN,Q837P4_ENTFA,2,0.1692,0.906,0.1999,0.014,0.009,833,0.1885,16,False,ssf_8931019bd293,ssf_cdfaa4cd70ca
GDIA_HUMAN,Q837P5_ENTFA,2,0.1581,0.79,0.1994,0.011,0.017,677,0.1722,15,False,ssf_8931019bd293,ssf_cdfaa4cd70ca
GDIA_HUMAN,Q8WTC7_9CNID,2,0.2229,0.884,0.2322,0.04,0.023,465,0.2894,22,False,ssf_8931019bd293,ssf_cba7b508de0e
GDIA_HUMAN,R1AB_SARS2,2,0.1971,0.928,0.1685,0.024,0.022,583,0.2288,19,False,ssf_8931019bd293,ssf_9fc1ecf8307b
GDIA_HUMAN,RAD_ANTMA,2,0.07244,0.246,0.2039,0.0,0.017,287,0.2457,7,False,ssf_8931019bd293,ssf_0eef6f01f081
GDIA_HUMAN,RASH_HUMAN,2,0.1637,0.704,0.2009,0.014,0.025,477,0.2362,16,False,ssf_8931019bd293,ssf_550503ae0437
GDIA_HUMAN,RASK_HUMAN,2,0.1697,0.83,0.2783,0.014,0.027,477,0.2481,16,False,ssf_8931019bd293,ssf_550503ae0437
GDIA_HUMAN,RBP1_HUMAN,2,0.07822,0.112,0.3632,0.0,0.037,54,0.2854,7,False,ssf_8931019bd293,ssf_bc19e1d23319
GDIA_HUMAN,RCD1_ARATH,2,0.08936,0.494,0.2828,0.0,0.017,231,0.2586,9,False,ssf_8931019bd293,ssf_329d15de34fe
GDIA_HUMAN,RCRO_LAMBD,2,0.08281,0.685,0.3152,0.0,0.015,324,0.234,8,False,ssf_8931019bd293,ssf_c6c5a726cc75
GDIA_HUMAN,RD23A_HUMAN,2,0.06672,0.342,0.2526,0.0,0.012,159,0.2339,6,False,ssf_8931019bd293,ssf_3998cbaed1a7
GDIA_HUMAN,RDRP_I33A0,2,0.1817,0.931,0.2078,0.02,0.008,948,0.2259,18,False,ssf_8931019bd293,ssf_bcc2d8a187a4
GDIA_HUMAN,REV_HV1H2,2,0.08221,0.621,0.1597,0.0,0.012,451,0.1478,8,False,ssf_8931019bd293,ssf_4ddd0adc0328
GDIA_HUMAN,RFAH_ECOLI,2,0.07807,0.62,0.3018,0.0,0.007,284,0.2292,8,False,ssf_8931019bd293,ssf_12ebdb52f01c
GDIA_HUMAN,RL20_AQUAE,2,0.08986,0.11,0.3113,0.0,0.054,56,0.2431,9,False,ssf_8931019bd293,ssf_310c599ef29a
GDIA_HUMAN,RL40A_YEAST,2,0.1091,0.465,0.163,0.008,0.022,314,0.2065,12,False,ssf_8931019bd293,ssf_09950e3c22ee
GDIA_HUMAN,RNC_ECOLI,2,0.1785,0.812,0.205,0.016,0.008,453,0.2322,17,False,ssf_8931019bd293,ssf_692c79c706c4
GDIA_HUMAN,RPC1_BP434,2,0.08209,0.902,0.216,0.0,0.006,429,0.2416,8,False,ssf_8931019bd293,ssf_ffbe89385f32
GDIA_HUMAN,RS15_GEOSE,2,0.08353,0.537,0.2394,0.0,0.007,255,0.2501,8,False,ssf_8931019bd293,ssf_bcab9ac142f5
GDIA_HUMAN,S22A1_HUMAN,2,0.189,0.888,0.1723,0.02,0.017,738,0.2034,18,False,ssf_8931019bd293,ssf_dedbcf3c34ac
GDIA_HUMAN,SAV1_MOUSE,2,0.06194,0.611,0.3049,0.0,0.007,274,0.1957,6,False,ssf_8931019bd293,ssf_0d40c1bb820d
GDIA_HUMAN,SBI_STAAM,2,0.08552,0.875,0.2816,0.0,0.0,434,0.2586,8,False,ssf_8931019bd293,ssf_60dadcbd5371
GDIA_HUMAN,SC6A4_HUMAN,2,0.1905,0.846,0.1855,0.024,0.006,743,0.2175,19,False,ssf_8931019bd293,ssf_5602ca7080fe
GDIA_HUMAN,SCIN_STAAR,2,0.09422,0.461,0.3579,0.0,0.019,208,0.2463,9,False,ssf_8931019bd293,ssf_cf940c8da196
GDIA_HUMAN,SDA_BACSU,2,0.05982,0.081,0.2302,0.0,0.073,244,0.2504,5,False,ssf_8931019bd293,ssf_3a5047c87583
GDIA_HUMAN,SERC_HUMAN,2,0.2663,0.922,0.1892,0.063,0.022,583,0.2848,26,False,ssf_8931019bd293,ssf_f2035d659d6a
GDIA_HUMAN,SHOC2_HUMAN,2,0.1538,0.797,0.1716,0.011,0.008,705,0.1685,15,False,ssf_8931019bd293,ssf_6f5083a5504d
GDIA_HUMAN,SOX30_HUMAN,2,0.07562,0.396,0.1899,0.0,0.016,182,0.195,7,False,ssf_8931019bd293,ssf_6cc095ce3976
GDIA_HUMAN,SPA_STAAU,2,0.0706,0.459,0.3877,0.0,0.018,214,0.2535,7,False,ssf_8931019bd293,ssf_5e471b6b3e5d
GDIA_HUMAN,SPG1_STRSG,2,0.1658,0.821,0.1914,0.014,0.015,639,0.166,16,False,ssf_8931019bd293,ssf_db4b6fc031cf
GDIA_HUMAN,SPG2_STRSG,2,0.09047,0.204,0.2789,0.0,0.074,94,0.2433,9,False,ssf_8931019bd293,ssf_67e127763d3d
GDIA_HUMAN,SPIKE_SARS2,2,0.08961,0.408,0.1764,0.0,0.015,973,0.1425,10,False,ssf_8931019bd293,ssf_761ae81d509c
GDIA_HUMAN,SPTN1_CHICK,2,0.0799,0.826,0.1891,0.0,0.002,383,0.2269,7,False,ssf_8931019bd293,ssf_b0e1111705e5
GDIA_HUMAN,SQSTM_MOUSE,2,0.05869,0.098,0.293,0.0,0.065,85,0.2242,5,False,ssf_8931019bd293,ssf_fd3d638b0af8
GDIA_HUMAN,SR43C_ARATH,2,0.06262,0.089,0.3032,0.0,0.058,116,0.2046,7,False,ssf_8931019bd293,ssf_63a1a4e89751
GDIA_HUMAN,SRBS1_HUMAN,2,0.08982,0.629,0.2723,0.0,0.01,289,0.2306,8,False,ssf_8931019bd293,ssf_09af8f8b7309
GDIA_HUMAN,SRC_HUMAN,2,0.1977,0.687,0.1977,0.024,0.025,600,0.2108,19,False,ssf_8931019bd293,ssf_c38d9b4005f8
GDIA_HUMAN,SUMO1_HUMAN,2,0.1085,0.465,0.3028,0.007,0.023,217,0.2306,11,False,ssf_8931019bd293,ssf_19622d9f3f73
GDIA_HUMAN,SYUA_HUMAN,2,0.07416,0.343,0.1216,0.0,0.005,368,0.1308,8,False,ssf_8931019bd293,ssf_87dffde05f09
GDIA_HUMAN,TADBP_HUMAN,2,0.1871,0.386,0.2335,0.02,0.02,400,0.1924,18,False,ssf_8931019bd293,ssf_b0af6d5185b3
GDIA_HUMAN,TAT_HV1BR,2,0.07642,0.547,0.1384,0.0,0.003,332,0.1797,7,False,ssf_8931019bd293,ssf_0d06a357cd85
GDIA_HUMAN,TCRG1_MOUSE,2,0.05827,0.477,0.2071,0.0,0.027,275,0.1876,5,False,ssf_8931019bd293,ssf_a21d29addbd9
GDIA_HUMAN,THO1_YEAST,2,0.07922,0.53,0.2418,0.0,0.021,238,0.2905,7,False,ssf_8931019bd293,ssf_a523304d9a92
GDIA_HUMAN,TNKS2_HUMAN,2,0.07688,0.736,0.3326,0.0,0.002,382,0.2439,7,False,ssf_8931019bd293,ssf_1a40a2a2ccdc
GDIA_HUMAN,TPK1_HUMAN,2,0.1648,0.835,0.169,0.014,0.015,513,0.2103,16,False,ssf_8931019bd293,ssf_3c2e5ceba3be
GDIA_HUMAN,TPMT_HUMAN,2,0.1946,0.808,0.2068,0.024,0.017,454,0.2456,19,False,ssf_8931019bd293,ssf_b5a772423035
GDIA_HUMAN,TPOR_HUMAN,2,0.1387,0.584,0.1556,0.009,0.021,834,0.1581,13,False,ssf_8931019bd293,ssf_540579521118
GDIA_HUMAN,TRPC_SACS2,2,0.1945,0.835,0.2374,0.024,0.006,456,0.2447,19,False,ssf_8931019bd293,ssf_415fc4c4433b
GDIA_HUMAN,TRPC_THEMA,2,0.1733,0.79,0.1913,0.024,0.016,489,0.2155,19,False,ssf_8931019bd293,ssf_415fc4c4433b
GDIA_HUMAN,UBC9_HUMAN,2,0.127,0.488,0.2273,0.009,0.008,451,0.1974,13,False,ssf_8931019bd293,ssf_ab8b39992872
GDIA_HUMAN,UBE4B_HUMAN,2,0.08275,0.935,0.1728,0.0,0.004,439,0.1939,8,False,ssf_8931019bd293,ssf_a47101dcf200
GDIA_HUMAN,UBE4B_MOUSE,2,0.1054,0.38,0.2421,0.0,0.012,1202,0.1616,10,False,ssf_8931019bd293,ssf_2d1d2debf9a5
GDIA_HUMAN,UBR5_HUMAN,2,0.07893,0.237,0.2521,0.0,0.041,121,0.2504,7,False,ssf_8931019bd293,ssf_059a8d032aa4
GDIA_HUMAN,VG08_BPP22,2,0.06345,0.105,0.2801,0.0,0.018,54,0.2857,6,False,ssf_8931019bd293,ssf_ffaeeb6011e9
GDIA_HUMAN,VILI_CHICK,2,0.08346,0.228,0.2711,0.0,0.064,386,0.2146,10,False,ssf_8931019bd293,ssf_0815efaffc38
GDIA_HUMAN,VKOR1_HUMAN,2,0.1693,0.92,0.1996,0.014,0.014,467,0.2632,16,False,ssf_8931019bd293,ssf_893ea5ec829f
GDIA_HUMAN,VRPI_BPT7,2,0.07616,0.244,0.2025,0.0,0.053,406,0.2293,7,False,ssf_8931019bd293,ssf_c5c95e85f55b
GDIA_HUMAN,YAIA_ECOLI,2,0.06621,0.492,0.202,0.0,0.012,238,0.2196,6,False,ssf_8931019bd293,ssf_ac44f5c3e836
GDIA_HUMAN,YNZC_BACSU,2,0.0506,0.105,0.3276,0.0,0.056,250,0.2523,6,False,ssf_8931019bd293,ssf_ca121528f828
GFP_AEQVI,GRB2_HUMAN,2,0.2367,0.811,0.2261,0.051,0.023,343,0.2445,24,False,ssf_cba7b508de0e,ssf_a2995dce9367
GFP_AEQVI,HCP_LAMBD,2,0.1417,0.676,0.1976,0.01,0.017,172,0.2669,14,False,ssf_cba7b508de0e,ssf_f4afbafe8fe3
GFP_AEQVI,HECD1_HUMAN,2,0.1557,0.889,0.2909,0.011,0.02,241,0.2686,15,False,ssf_cba7b508de0e,ssf_45f2530c8897
GFP_AEQVI,HEM3_HUMAN,2,0.2061,0.886,0.1748,0.029,0.025,430,0.2426,20,False,ssf_cba7b508de0e,ssf_afe0fb52df15
GFP_AEQVI,HMDH_HUMAN,2,0.1065,0.363,0.1854,0.0,0.023,425,0.205,10,False,ssf_cba7b508de0e,ssf_a470df240675
GFP_AEQVI,HSP82_YEAST,2,0.1127,0.506,0.2338,0.008,0.013,514,0.192,12,False,ssf_cba7b508de0e,ssf_4ba74830b6b6
GFP_AEQVI,HXK4_HUMAN,2,0.1826,0.815,0.1793,0.02,0.012,488,0.245,18,False,ssf_cba7b508de0e,ssf_b10f2912eeeb
GFP_AEQVI,I6TAH8_I68A0,2,0.1614,0.683,0.2106,0.014,0.024,446,0.2215,16,False,ssf_cba7b508de0e,ssf_ac5654d2afd9
GFP_AEQVI,IF1_ECOLI,2,0.1312,0.664,0.1567,0.009,0.028,248,0.2092,13,False,ssf_cba7b508de0e,ssf_ab9383c4e9ad
GFP_AEQVI,ILF3_HUMAN,2,0.1337,0.332,0.254,0.009,0.037,205,0.2275,13,False,ssf_cba7b508de0e,ssf_8239bef973ac
GFP_AEQVI,ISDH_STAAW,2,0.1177,0.265,0.1633,0.008,0.036,179,0.2384,12,False,ssf_cba7b508de0e,ssf_952abe758b6a
GFP_AEQVI,KCNE1_HUMAN,2,0.1245,0.372,0.1661,0.008,0.01,182,0.1581,12,False,ssf_cba7b508de0e,ssf_8626537a0620
GFP_AEQVI,KCNJ2_MOUSE,2,0.1848,0.383,0.2662,0.02,0.034,233,0.2348,18,False,ssf_cba7b508de0e,ssf_f35e7c0d2382
GFP_AEQVI,KKA2_KLEPN,2,0.246,0.891,0.2542,0.051,0.017,340,0.2532,24,False,ssf_cba7b508de0e,ssf_72f0344ad526
GFP_AEQVI,LGK_LIPST,2,0.2141,0.916,0.2286,0.034,0.007,507,0.272,21,False,ssf_cba7b508de0e,ssf_bba3db8a5a23
GFP_AEQVI,MAFG_MOUSE,2,0.1078,0.324,0.199,0.0,0.045,88,0.2534,10,False,ssf_cba7b508de0e,ssf_a1eda43852c5
GFP_AEQVI,MBD11_ARATH,2,0.1261,0.561,0.2421,0.011,0.019,204,0.2444,15,False,ssf_cba7b508de0e,ssf_029b997580c1
GFP_AEQVI,MET_HUMAN,2,0.223,0.7,0.2158,0.04,0.015,315,0.2358,22,False,ssf_cba7b508de0e,ssf_9e206bd97a80
GFP_AEQVI,MK01_HUMAN,2,0.1912,0.839,0.2179,0.024,0.007,406,0.2236,19,False,ssf_cba7b508de0e,ssf_29a8f9564eb0
GFP_AEQVI,MLAC_ECOLI,2,0.2533,0.858,0.2202,0.057,0.026,311,0.2647,25,False,ssf_cba7b508de0e,ssf_2185c9b20e14
GFP_AEQVI,MSH2_HUMAN,2,0.109,0.718,0.178,0.0,0.013,756,0.2053,10,False,ssf_cba7b508de0e,ssf_48cbc265b524
GFP_AEQVI,MTH3_HAEAE,2,0.2326,0.933,0.2087,0.045,0.019,408,0.2613,23,False,ssf_cba7b508de0e,ssf_9a90786f7320
GFP_AEQVI,MTHR_HUMAN,2,0.1564,0.873,0.2115,0.011,0.018,653,0.245,15,False,ssf_cba7b508de0e,ssf_095a60e097b5
GFP_AEQVI,MYO3_YEAST,2,0.1258,0.496,0.2402,0.008,0.022,143,0.216,12,False,ssf_cba7b508de0e,ssf_09af8f8b7309
GFP_AEQVI,NCAP_I34A1,2,0.1616,0.683,0.2141,0.014,0.029,445,0.2218,16,False,ssf_cba7b508de0e,ssf_ac5654d2afd9
GFP_AEQVI,NKX31_HUMAN,2,0.1425,0.727,0.1795,0.01,0.015,189,0.2457,14,False,ssf_cba7b508de0e,ssf_3de478b56341
GFP_AEQVI,NPC1_HUMAN,2,0.07554,0.708,0.1897,0.0,0.009,1083,0.1748,7,False,ssf_cba7b508de0e,ssf_9d5fffe3ecc6
